Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,Longitude,Latitude,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,EPSG:27700 GeoJSON Geometry,EPSG:4326 GeoJSON Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Location,Organisation URI
paid-for,8,"mon-fri 08:30-18:30, sat-sun 09:30-17:30",2 hours,£4.83 (non-diesel) / £5.87 (diesel),13682,F213,Hampstead Road,NW1 7QY,CA-F,N/A,38,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529165,183240,-0.139171,51.533303,"MULTILINESTRING ((529166.73 183263.49,529164.81 183263.65,529163.24 183224.73,529163.24 183224.61,529165.2 183224.61))","LINESTRING (-0.139132 51.533512,-0.13916 51.533514,-0.139197 51.533164,-0.139197 51.533163,-0.139169 51.533163)","{""type"":""MultiLineString"",""coordinates"":[[[529166.73,183263.49],[529164.81,183263.65],[529163.24,183224.73],[529163.24,183224.61],[529165.2,183224.61]]]}","{""type"":""LineString"",""coordinates"":[[-0.139132,51.533512],[-0.13916,51.533514],[-0.139197,51.533164],[-0.139197,51.533163],[-0.139169,51.533163]]}",46047802,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.533303, -0.139171)",http://opendatacommunities.org/id/london-borough-council/camden
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Mecklenburgh Square,WC1N 2AN,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530628,182449,-0.118384,51.525855,"MULTILINESTRING ((530622.68 182447.94,530623.44 182446.12,530632.56 182449.77,530631.83 182451.69))","LINESTRING (-0.118456 51.525848,-0.118445 51.525831,-0.118313 51.525862,-0.118322 51.52588)","{""type"":""MultiLineString"",""coordinates"":[[[530622.68,182447.94],[530623.44,182446.12],[530632.56,182449.77],[530631.83,182451.69]]]}","{""type"":""LineString"",""coordinates"":[[-0.118456,51.525848],[-0.118445,51.525831],[-0.118313,51.525862],[-0.118322,51.52588]]}",46043114,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.525855, -0.118384)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,43,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Narcissus Road,NW6 1TG,CA-P,CA-P,220,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525198,185102,-0.19566,51.550925,"MULTILINESTRING ((525170.5 185207.52,525168.66 185207.28,525168.68 185207.14,525171.28 185184.52,525183.95 185119.97,525186.48 185107.81,525188.75 185100.47,525191.74 185091.81,525203.03 185065.67,525224.2 185017.69,525240.56 185003.7,525240.68 185003.6,525241.89 185005.04))","LINESTRING (-0.196026 51.551882,-0.196052 51.55188,-0.196052 51.551879,-0.196023 51.551675,-0.195863 51.551092,-0.195831 51.550983,-0.195801 51.550916,-0.195761 51.550838,-0.195607 51.5506,-0.195319 51.550164,-0.195088 51.550035,-0.195087 51.550034,-0.195069 51.550047)","{""type"":""MultiLineString"",""coordinates"":[[[525170.5,185207.52],[525168.66,185207.28],[525168.68,185207.14],[525171.28,185184.52],[525183.95,185119.97],[525186.48,185107.81],[525188.75,185100.47],[525191.74,185091.81],[525203.03,185065.67],[525224.2,185017.69],[525240.56,185003.7],[525240.68,185003.6],[525241.89,185005.04]]]}","{""type"":""LineString"",""coordinates"":[[-0.196026,51.551882],[-0.196052,51.55188],[-0.196052,51.551879],[-0.196023,51.551675],[-0.195863,51.551092],[-0.195831,51.550983],[-0.195801,51.550916],[-0.195761,51.550838],[-0.195607,51.5506],[-0.195319,51.550164],[-0.195088,51.550035],[-0.195087,51.550034],[-0.195069,51.550047]]}",46044542,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.550925, -0.19566)",http://opendatacommunities.org/id/london-borough-council/camden
paid-for,3,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,£6.63 (non-diesel) / £8.06 (diesel),13376,N/A,Flaxman Terrace,WC1H 9AR,CA-D,N/A,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529943,182618,-0.128181,51.527529,"MULTILINESTRING ((529946.94 182624.96,529945.06 182625.67,529939.7 182610.1,529941.58 182609.39))","LINESTRING (-0.128126 51.527595,-0.128152 51.527601,-0.128235 51.527463,-0.128209 51.527456)","{""type"":""MultiLineString"",""coordinates"":[[[529946.94,182624.96],[529945.06,182625.67],[529939.7,182610.1],[529941.58,182609.39]]]}","{""type"":""LineString"",""coordinates"":[[-0.128126,51.527595],[-0.128152,51.527601],[-0.128235,51.527463],[-0.128209,51.527456]]}",46134579,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.527529, -0.128181)",http://opendatacommunities.org/id/london-borough-council/camden
dockless bike hire,1,at any time,N/A,N/A,N/A,N/A,New End,NW3 1JE,CA-H,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526523,185995,-0.176249,51.558659,"MULTILINESTRING ((526520.25 185996.73,526519.89 185994.7,526525.27 185993.49,526525.62 185995.52))","LINESTRING (-0.176285 51.558674,-0.176291 51.558656,-0.176214 51.558644,-0.176208 51.558662)","{""type"":""MultiLineString"",""coordinates"":[[[526520.25,185996.73],[526519.89,185994.7],[526525.27,185993.49],[526525.62,185995.52]]]}","{""type"":""LineString"",""coordinates"":[[-0.176285,51.558674],[-0.176291,51.558656],[-0.176214,51.558644],[-0.176208,51.558662]]}",46132907,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.558659, -0.176249)",http://opendatacommunities.org/id/london-borough-council/camden
paid-for,4,mon-sat 09:00-18:00,4 hours,£3.84 (non-diesel) / £4.65 (diesel),13798,H106,Holford Road,NW3 1AG,CA-H,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526399,186226,-0.177952,51.560762,"MULTILINESTRING ((526407.62 186219.8,526408.73 186222.14,526408.45 186222.33,526390.16 186231.29,526389.77 186231.48,526388.79 186229.57))","LINESTRING (-0.177829 51.560704,-0.177812 51.560725,-0.177816 51.560726,-0.178076 51.560811,-0.178082 51.560813,-0.178097 51.560796)","{""type"":""MultiLineString"",""coordinates"":[[[526407.62,186219.8],[526408.73,186222.14],[526408.45,186222.33],[526390.16,186231.29],[526389.77,186231.48],[526388.79,186229.57]]]}","{""type"":""LineString"",""coordinates"":[[-0.177829,51.560704],[-0.177812,51.560725],[-0.177816,51.560726],[-0.178076,51.560811],[-0.178082,51.560813],[-0.178097,51.560796]]}",46049260,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.560762, -0.177952)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (dedicated),1,at any time,N/A,N/A,N/A,N/A,Fitzroy Road,NW1 8TN,CA-J,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528045,183929,-0.155059,51.53975,"MULTILINESTRING ((528045.66 183932.59,528047.32 183931.46,528043.68 183925.91,528042.03 183927.05))","LINESTRING (-0.155043 51.53978,-0.15502 51.539769,-0.155074 51.53972,-0.155097 51.539731)","{""type"":""MultiLineString"",""coordinates"":[[[528045.66,183932.59],[528047.32,183931.46],[528043.68,183925.91],[528042.03,183927.05]]]}","{""type"":""LineString"",""coordinates"":[[-0.155043,51.53978],[-0.15502,51.539769],[-0.155074,51.53972],[-0.155097,51.539731]]}",46134420,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.53975, -0.155059)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,2,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Maitland Park Villas,NW3 2ET,CA-L,CA-L,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527933,184737,-0.156372,51.547039,"MULTILINESTRING ((527934.17 184731.49,527935.79 184732.21,527935.72 184732.41,527931.61 184742.95,527931.54 184743.14,527929.96 184742.43))","LINESTRING (-0.15636 51.546985,-0.156336 51.546991,-0.156337 51.546993,-0.156392 51.547088,-0.156393 51.54709,-0.156416 51.547084)","{""type"":""MultiLineString"",""coordinates"":[[[527934.17,184731.49],[527935.79,184732.21],[527935.72,184732.41],[527931.61,184742.95],[527931.54,184743.14],[527929.96,184742.43]]]}","{""type"":""LineString"",""coordinates"":[[-0.15636,51.546985],[-0.156336,51.546991],[-0.156337,51.546993],[-0.156392,51.547088],[-0.156393,51.54709],[-0.156416,51.547084]]}",46045675,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.547039, -0.156372)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,9,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,St Paul's Crescent,NW1 9TN,CA-N,CA-N,46,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529826,184336,-0.129241,51.542999,"MULTILINESTRING ((529829.16 184308.27,529831.04 184308.48,529823.6 184354.35,529823.56 184354.5,529821.47 184354.2))","LINESTRING (-0.129202 51.542749,-0.129175 51.542751,-0.129265 51.543165,-0.129266 51.543166,-0.129296 51.543164)","{""type"":""MultiLineString"",""coordinates"":[[[529829.16,184308.27],[529831.04,184308.48],[529823.6,184354.35],[529823.56,184354.5],[529821.47,184354.2]]]}","{""type"":""LineString"",""coordinates"":[[-0.129202,51.542749],[-0.129175,51.542751],[-0.129265,51.543165],[-0.129266,51.543166],[-0.129296,51.543164]]}",46048458,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.542999, -0.129241)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,3,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Oak Village,NW5 4QR,CA-L,CA-L,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528308,185576,-0.15067,51.554488,"MULTILINESTRING ((528310.79 185567.96,528312.13 185568.66,528311.97 185568.94,528304.12 185583.22,528304.04 185583.35,528302.46 185582.48))","LINESTRING (-0.150626 51.554417,-0.150607 51.554423,-0.150609 51.554425,-0.150717 51.554555,-0.150718 51.554557,-0.150741 51.554549)","{""type"":""MultiLineString"",""coordinates"":[[[528310.79,185567.96],[528312.13,185568.66],[528311.97,185568.94],[528304.12,185583.22],[528304.04,185583.35],[528302.46,185582.48]]]}","{""type"":""LineString"",""coordinates"":[[-0.150626,51.554417],[-0.150607,51.554423],[-0.150609,51.554425],[-0.150717,51.554555],[-0.150718,51.554557],[-0.150741,51.554549]]}",46046088,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.554488, -0.15067)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,5,mon-sat 09:00-20:00,N/A,N/A,N/A,N/A,Prince Arthur Road,NW3 6AU,CA-H,CA-H,28,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526539,185573,-0.176162,51.554859,"MULTILINESTRING ((526545.86 185582.01,526547.64 185581.38,526547.55 185581.2,526545.51 185576.71,526543.6 185573.83,526541.54 185571.64,526528.01 185561.95,526527.84 185561.86,526526.7 185563.45))","LINESTRING (-0.176065 51.554941,-0.176039 51.554935,-0.176041 51.554933,-0.176072 51.554894,-0.1761 51.554868,-0.176131 51.554849,-0.176329 51.554765,-0.176332 51.554764,-0.176348 51.554779)","{""type"":""MultiLineString"",""coordinates"":[[[526545.86,185582.01],[526547.64,185581.38],[526547.55,185581.2],[526545.51,185576.71],[526543.6,185573.83],[526541.54,185571.64],[526528.01,185561.95],[526527.84,185561.86],[526526.7,185563.45]]]}","{""type"":""LineString"",""coordinates"":[[-0.176065,51.554941],[-0.176039,51.554935],[-0.176041,51.554933],[-0.176072,51.554894],[-0.1761,51.554868],[-0.176131,51.554849],[-0.176329,51.554765],[-0.176332,51.554764],[-0.176348,51.554779]]}",46048849,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.554859, -0.176162)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,3,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Camden Street,NW1 0DX,CA-G,CA-G;CA-F,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529299,183692,-0.137069,51.537332,"MULTILINESTRING ((529304.35 183685.5,529302.59 183684.32,529302.43 183684.6,529294.41 183698.49,529294.28 183698.75,529295.91 183699.73),(529304.35 183685.5,529302.59 183684.32,529302.43 183684.6,529294.41 183698.49,529294.28 183698.75,529295.91 183699.73))","LINESTRING (-0.136994 51.537273,-0.13702 51.537263,-0.137022 51.537265,-0.137133 51.537392,-0.137135 51.537394,-0.137111 51.537403)","{""type"":""MultiLineString"",""coordinates"":[[[529304.35,183685.5],[529302.59,183684.32],[529302.43,183684.6],[529294.41,183698.49],[529294.28,183698.75],[529295.91,183699.73]],[[529304.35,183685.5],[529302.59,183684.32],[529302.43,183684.6],[529294.41,183698.49],[529294.28,183698.75],[529295.91,183699.73]]]}","{""type"":""LineString"",""coordinates"":[[-0.136994,51.537273],[-0.13702,51.537263],[-0.137022,51.537265],[-0.137133,51.537392],[-0.137135,51.537394],[-0.137111,51.537403]]}",46049612,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.537332, -0.137069)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Holly Bush Vale,NW3 6TX,CA-H,N/A,1,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526349,185742,-0.178845,51.556423,"MULTILINESTRING ((526348.16 185745.36,526346.56 185744.47,526349.9 185738.67,526351.47 185739.54))","LINESTRING (-0.178856 51.556453,-0.17888 51.556446,-0.178834 51.556393,-0.178811 51.5564)","{""type"":""MultiLineString"",""coordinates"":[[[526348.16,185745.36],[526346.56,185744.47],[526349.9,185738.67],[526351.47,185739.54]]]}","{""type"":""LineString"",""coordinates"":[[-0.178856,51.556453],[-0.17888,51.556446],[-0.178834,51.556393],[-0.178811,51.5564]]}",46035713,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.556423, -0.178845)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,4,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Eton Villas,NW3 4SG,CA-B,CA-B,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527765,184589,-0.158846,51.545743,"MULTILINESTRING ((527757.19 184594.94,527756.2 184593.18,527756.41 184593.09,527777.78 184581.16,527778.82 184582.85))","LINESTRING (-0.15896 51.545798,-0.158975 51.545782,-0.158972 51.545781,-0.158668 51.545669,-0.158653 51.545684)","{""type"":""MultiLineString"",""coordinates"":[[[527757.19,184594.94],[527756.2,184593.18],[527756.41,184593.09],[527777.78,184581.16],[527778.82,184582.85]]]}","{""type"":""LineString"",""coordinates"":[[-0.15896,51.545798],[-0.158975,51.545782],[-0.158972,51.545781],[-0.158668,51.545669],[-0.158653,51.545684]]}",46045872,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.545743, -0.158846)",http://opendatacommunities.org/id/london-borough-council/camden
loading,3,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Belsize Lane,NW3 5AR,CA-B,N/A,19,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526891,184982,-0.171305,51.549474,"MULTILINESTRING ((526897.66 184989.49,526896.15 184990.72,526889.54 184982.61,526885.03 184974.98,526886.77 184973.84))","LINESTRING (-0.171207 51.549537,-0.171228 51.549549,-0.171326 51.549477,-0.171394 51.54941,-0.171369 51.549399)","{""type"":""MultiLineString"",""coordinates"":[[[526897.66,184989.49],[526896.15,184990.72],[526889.54,184982.61],[526885.03,184974.98],[526886.77,184973.84]]]}","{""type"":""LineString"",""coordinates"":[[-0.171207,51.549537],[-0.171228,51.549549],[-0.171326,51.549477],[-0.171394,51.54941],[-0.171369,51.549399]]}",46035097,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.549474, -0.171305)",http://opendatacommunities.org/id/london-borough-council/camden
dockless bike hire,1,at any time,N/A,N/A,N/A,N/A,Millfield Lane,N6 6JD,CA-U,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527970,186554,-0.155174,51.563352,"MULTILINESTRING ((527969.28 186556.51,527967.78 186555.18,527970.36 186552.52,527971.67 186551.38,527973.14 186552.84))","LINESTRING (-0.15519 51.563378,-0.155212 51.563366,-0.155176 51.563342,-0.155157 51.563331,-0.155136 51.563344)","{""type"":""MultiLineString"",""coordinates"":[[[527969.28,186556.51],[527967.78,186555.18],[527970.36,186552.52],[527971.67,186551.38],[527973.14,186552.84]]]}","{""type"":""LineString"",""coordinates"":[[-0.15519,51.563378],[-0.155212,51.563366],[-0.155176,51.563342],[-0.155157,51.563331],[-0.155136,51.563344]]}",46132903,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.563352, -0.155174)",http://opendatacommunities.org/id/london-borough-council/camden
